tweet_id,sentiment,content
1963090120,sadness,im soo bored...im deffo missing my music channels
1963090637,sadness,@velcr0shoes Great... I'll check it when I get off work...  They block Sims at work...
1963091044,sadness,@Ziggy420 my friday feels boring too. no time for fun today and not so much in the mood for it either
1963091362,sadness,"@wynstonfernando i have to take 1 class in fall  , its cool though.. im okay with that"
1963091365,sadness,@EMPSFM I had to work and missed it    Shannon could barely contain herself.  She had an amazingly good time
1963091425,sadness,Sometimes I wish I had my hair back
1963092483,happiness,So nice how Natalie taught Jameson &quot;why&quot;!!!
1963093175,sadness,"@mtmodular Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won't me me go"
1963093592,neutral,There is one million people @ the DMV today.....
1963094014,neutral,warmed up nicely outside.  sucks being stuck inside coding
1963095233,neutral,way to not wait for me at my locker nd then just pass me in the hall nd not say anything
1963101194,sadness,@birthdaytwin that's depressing
1963101565,sadness,"I just want this whole day to hurry up,"
1963101958,sadness,@AppleCharlotte unfair  I wanna go too.
1963102212,neutral,He's off...again  i wish he would make up his frickin mind...
1963102729,neutral,Hum -1 for Bill Bailey
1963103284,neutral,Is it really almost time to go back to Chico? Im excited but at the same time going to miss home
1963104866,sadness,@shi819 my gaming thingy. Mine finally died after 5 years. RIP.
1963105619,sadness,@SlamboOutchea This is not my day
1963106014,sadness,Yea baby!! Im gonna miss you so much
1963106091,sadness,crashing from my WI high...missing mayfield
1963106429,neutral,long day and i still have to mow the lawn
1963106549,sadness,I hate being sick.  Make me soup?
1963106621,neutral,@art_n_booklife I heard about that too... that seems an overreaction...
1963107385,neutral,"@brutalhoney I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though"
1963107653,sadness,So screwed for sat 2 us
1963109023,sadness,The sun is not cool
1963109541,sadness,is not feelin well... i feel sooooo weak....i hate bein sick in the summer
1963110280,sadness,17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing
1963110345,neutral,thinks she needs more followers. its still so warm  going cinema later t c night at the museum2
1963110353,happiness,@jurisdiva its looking like the magic
1963110874,happiness,@WerewolfSeth i think my niece got me sickee  lame.
1963111788,neutral,Been i while since i've been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!
1963112495,neutral,going to work nightshift....
1963112536,neutral,"has just brought john tucker must die again, because her first copy is too recked to watch"
1963113263,sadness,so wanted to go to the Basshunter concert tonight.  so so so wanted to.
1963113835,neutral,@mileycyrus voting has closed
1963114170,neutral,I dont know how in the world this thing works
1963114515,neutral,@Ifightboys
1963114675,neutral,tiika3 PHONE iiS FUCKiiNG UP AND THE SHiiT AiiNT COOL!!
1963115191,happiness,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!
1963116080,neutral,@FrugalGaming I cant get the chat thing to work
1963125076,neutral,It's freakin' hot and humid today.
1963125140,sadness,i miss my boo
1963125259,sadness,"after bragging about kitten cuteness, my cat never came home  i wanna throw up"
1963125468,neutral,Ugh just got out of work i think i'm a dang taxi for ppl but i just can't say no!!!!  o well its my fault
1963125621,neutral,"Lunch, club meeting, effin bored"
1963125836,sadness,I really wanted that job
1963125839,sadness,UGG WANT TO GO TO KAYLEN HOUSE BUT I CANT FINNA BE BORED THIS WEEKEND!!! UUURGG WANNA SPEND DA NITE  AND GO SEE UP AND GO SHOPPING
1963126145,happiness,"Eating Which Wich, yumm! Dont think I've had it since the season ended"
1963126448,sadness,@One_Call awww i wish i could but i have no talking minutes
1963126554,sadness,It's a sad day for beer drinking movie goers. The Speakeasy theaters are no more
1963126773,sadness,Not in a good mood.  My mama's away with my sis so can't talk to either of them and my boy can't see me this weekend as planned.
1963127261,sadness,man i fucked up that test  playing cod now . 31 days till the summer !
1963127454,sadness,Is stuck in some long ass traffic on the motorway...I'm not gonna get home until after 10pm  I'm so tired...
1963127512,neutral,Its that time again
1963127585,neutral,@yeshenia
1963127832,neutral,had to turn down the near perfect mini break
1963128168,sadness,"its a beautiful night, im stuck inside feelin ill instead of being a crazzzzzzzy ass party!"
1963128652,neutral,@eightyfivemusic me too! i wish it would just say who has unfollowed
1963128883,sadness,@staceyi awww i missed it  twitpic?
1963128905,neutral,"My gut says to replace $$$ appliances instead of repair, but I want to be smart with $. When I try repair, replace was the right choice."
1963129102,sadness,I am watching &quot;28 Weeks Later.&quot; Not as good at Days.
1963129718,neutral,@CandiCunningham oh dear.. u serious? so how does one prevent bites??  I'm so itchy its distracting while editing.. *sigh*
1963129919,happiness,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
1963130832,sadness,@OGVENOE I can't die  I have a lunch date with rocio coming up plus some new shoes UGH!
1963130958,sadness,NOT a good day. Sigh
1963131303,neutral,my hair won't turn whiiite
1963131946,sadness,My tummy hurts...
1963132456,neutral,@marginatasnaily @Brandystrippers New Look were sold out and thres a nice one in george and in topshop-also sold out!!  xx
1963133609,happiness,@goldi_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe
1963133710,sadness,missin the #ia2009 guys really
1963134264,sadness,"@chezery and Im just going into work... if we were married, we wud never see each other"
1963134925,sadness,"Gah, I'm jittery and upset for absolutely NO reason..."
1963135154,sadness,Rest in peace marshall
1963135610,sadness,@iaretanja I forgot to put something  on that is very essential to my day.
1963135938,neutral,Track &amp; Fiel was proably canceled.
1963136218,sadness,Writing in yearbooks make me wanna cry
1963136237,sadness,Heeder's again and on Monday as well... absolutely no plans for the weekend
1963136453,happiness,wanna see JB 3D Movie Experience again   ... I wanna &quot;touch&quot; Joe again hehehe
1963137579,sadness,@sweet_pea00 darn  i will think of you on our journey so it's like you are really there
1963143378,sadness,@spyou Oh no!  I'm so sorry!    I hope you're back on the bike soon.
1963143902,sadness,"is locked out for the house! shit, thank god there's internet..."
1963144370,sadness,@angelofmusic11 and why can't toy story come out this june
1963144573,neutral,@thescript oiiiiiii when are you back in london? what happened to our reunion?
1963145241,happiness,just realized tonight's Drake
1963145708,sadness,@tina_beanz damn sorry to hear that tina...
1963146887,sadness,"Assfuck, &quot;I'm sorry&quot; roll. Okay I gave in.  I'm such a sucker.  http://twitpic.com/677xt"
1963146987,sadness,#thingsmummysaid  You are the result of a broken condom.
1963147217,happiness,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*"
1963147640,sadness,@pinksealight oh lucky u!! i need to send mines away to get fixed
1963148051,sadness,My phone is so stubborn!! You'd think it had my genes or something!!
1963148506,neutral,I feel lazy watching other people work on my roof!  Kat Woman OUT
1963149512,neutral,I will move anywhere as long as it has a freaking dishwasher! I despise doing dishes
1963150276,neutral,Big booming thunder storm almost here.  Maybe we can all go home early???  Ah... probably not.
1963151769,sadness,"@thebeckyanne I'm giving my sis a show at my crib Sunday, she's an incredible jewelry designer, but you'll be gone"
1963152056,sadness,just watched UP in 3d - that movie is so beautiful but so sad at the same time
1963152487,sadness,"Also, WHERE IS MY TOY STORY 3 TEASER CARMIKE 14? YOU SAID THERE WOULD BE TOY STORY 3!  Movie theater fail"
1963152597,sadness,Porter is making be a sad panda
1963153005,neutral,Grass mowed. I can haz playtime now? No? @Nutzy2468 says we have errands to run
1963153462,sadness,whopee TGIF   that was more fun when i had a job
1963153505,happiness,Get a new one nxt wk!!!
1963153836,sadness,i'm at work starving
1963153910,sadness,@singpolyma aaaaaaaahhhhhhhh I hate the Internet  When will people learn &quot;native widgets are always best&quot;
1963154315,sadness,Man it's two o clock 2 more hrs till I have to be at work
1963154423,sadness,@ericcanaday is a no show for lunch. Eating solo at noodles
1963155007,sadness,@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.
1963155252,neutral,trying to work...
1963155342,sadness,"Hi, is anybody else having problems with the Karma site? It's not working."
1963155739,sadness,"I wish I was out of school...But sadly, I still have like another month left."
1963155900,sadness,@sophhs cool. I'm tempted too see it again  I feel sorry for JB though because there were hardly any people
1963157158,neutral,"im backkkk!!!!!!!! hungry as hell, havent ate today"
1963157199,sadness,@arizonaobvious  that sucks
1963157381,neutral,@RetroRewind ive totally 4got the donation link  gonna double my donation this week ;) x
1963157926,sadness,happy and sad  may her soul rest in peace
1963158062,neutral,"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still shit and slow."
1963158199,sadness,I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well off to mow.
1963158341,happiness,@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!
1963158666,sadness,@Xulap Consider yourself lucky.  It hasn't rained here in ages.   It's depressing.
1963158702,sadness,I think shopping solves the world's problems. If only I didn't have to leave Atlanta tomorrow
1963159021,sadness,Had to spend lunch murderin hits
1963159436,neutral,@K8lyn333 twitter tends to do that to us
1963159500,sadness,@kerlikoiv very familiar.....sorry you're feeling that way
1963159735,sadness,@bigcitysomeone  I wish I could go. See ya at Warped for sure tho!
1963160439,sadness,feeling really dizzy  not soo good
1963166195,sadness,From Portugal to Derbyshire. At least sun is shining but lawn looks like Percy Thrower is Gardner-in-Residence! Weekend jobs =
1963167141,neutral,@donnanorgren: and my kid is only 3 and is stronger then me
1963169126,sadness,the japanese exchange student is the cutest thing i've ever seen. seriously HAHA i want to put her in my pocket&amp;keep her D:
1963169992,sadness,@lowestformofwit
1963170340,neutral,@rosaliiinda practicing piano..ima wash my whip later..its all muggt out
1963170392,neutral,On my deck... Perfect weather today! Not feeling good tho...
1963170535,neutral,@AMcCallon  stop itt!
1963170891,neutral,Sugar Free Should Have Gone Through In stead On 2 Grand  They Were So Good and 2 Grand Is A Bit Too Cheesy
1963171083,sadness,"Rain finally arriving, drat. Guess this means we'll have to picnic in the living room instead of at WolfTrap tonite."
1963171139,sadness,@AgesTheGreat ii DON'T HAVE ANY EiTHER
1963172473,happiness,@flahmanow  nï¿½o te vi onteeeeeeem
1963173602,happiness,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.
1963173722,neutral,Cats: unimpressed by thunderstorm. Dog: wishes @dataangel would come home
1963174232,sadness,@contentwhore  lure her in with a foot massage!
1963174602,sadness,@alltimebritt  why not now you made me sad I thought you'd be jumping for joy
1963175434,neutral,I wish I could twitter from the BOOK EXPO but the reception at the Javitz is horrible....
1963177066,sadness,Getting my hair done...missing him
1963177811,sadness,O dios acaban de tocar The Pains Of Being Pure At Heart en el primavera sound  life is not fair
1963178828,neutral,"has broken his wordpress MU powered blog, site OK, admin screwed"
1963179332,sadness,someone doesn't feel good...
1963179761,neutral,@lorenatierra I'll be back home on Monday.
1963180218,sadness,"@wholee Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we'll have to mis the TT Bday party, sadly"
1963180377,sadness,Aaahhhh poor Chops the pig !!!
1963181006,neutral,"@TehCheapOne Ok, im not really that far yet  On the 2nd part of 4. Wish she did them earlier though, like mid day so I could be involved"
1963181103,neutral,@rj hahha I don't do drugs though
1963187463,neutral,"@Agent_M ah. knowing microsoft, they could probby do it, but would want to charge way too much extra for it"
1963187865,neutral,#thingsmummysaid...rollercoasters are only multi-storey car parks without walls.
1963189857,sadness,@Saaaandra I want to go with you !  But I'm tierd....
1963190126,sadness,@debby41 Your not alone im gutted i missed the convention too!
1963190684,sadness,Stupid freshmen ruined theatre class.. Now we don't get to play warm-up games for the rest of the school year
1963190849,neutral,"@andibeth82 ok sweet! and whenever u want, I am stuck in bed all weekend"
1963191016,sadness,@LLDA  lo siento but I dint have enough room =/
1963192411,neutral,@Moderorated: Where are you?
1963192412,sadness,"Work, work. Me not that kind o' orc."
1963192459,neutral,"@STHLMBEAT yeah, I just realise the organiser dun let performing artist/djs drink on stage  tight malaysian laws n rules here"
1963193309,neutral,@galaxydazzle OHHHH THAT REMINDS ME. I know it's not one of yours.... can you send me some of my toothpaste?
1963193678,neutral,My roommate has officially started packing
1963194151,neutral,"@sizzlemaker Happy Friday! Do u know how I can get a copy of the BT art u did on Mel's fake Twitter? I'm n it, but can't find it now.  THX"
1963194328,sadness,@AdotEVANS im having a bad day
1963194568,sadness,@MandyyJirouxx  damn was about to call
1963194793,neutral,"@dansumption totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed"
1963195424,neutral,i am talkin on da phone and typin at da same time
1963196390,neutral,@rolyseal oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol
1963197290,sadness,"I got a text from this guy who I don't like, and who has the same name as the guy I do! How disapointing!"
1963197827,neutral,@angie_z i cant even think about anything that smells like alochol  lol
1963197842,sadness,"As of tomorrow, both roomies will be gone"
1963198495,sadness,"Just changed my car tires, cost me a bomb."
1963199049,neutral,"@paulmorrisTIM Cheapest copy of Purusha's Divine Androgyne on Amazon, $140."
1963199699,neutral,@mileycyrus I can't vote for you    they have stopped the voting
1963199906,neutral,Off to get Bailey's tongue clipped
1963200194,happiness,"@jerricklim LOL YES! took me awhile to get accustomed to it. now back apple v, a, x, c! btw, apple up &amp; down still is home and end."
1963200309,sadness,I wanna see my mama but she hasn't called me back yet  MAMA...MAMA!!!
1963200540,neutral,"@yukihoang  it is. its probly 16 a head, GAY HUH? reg tix @ the block was 11.50, bella terra 10.75... i encourage bootlegs"
1963200788,sadness,All done cleaning! Taking a break...OMG my back hurts
1963200944,sadness,"Wanted to take a photo of the storm, but misplaced my camera!"
1963201413,happiness,just hanging around the house. Thank god its friday. With nina &amp; @missmarissxox later and working on a global project
1963202301,happiness,Rain Rain Rain go away come back next week when I'm gone (via @GigglingMarlin) raining lie crazy in the Keys
1963202918,sadness,Saying good bye to ronald today was difficult and sad well miss yuu!
1963202995,neutral,walking in 3 inch heels that ended up being a half size to big on a leg that's still has pulled muscles.not a good look.my ass hurts 2day
1963211219,sadness,I've just realised. I won't be able to talk to any of you crazy cats on Sunday. Is sad now.
1963211278,sadness,"Sitting, wondering, &amp; wishing for a bunch of stuff that will never be"
1963211575,neutral,@tommcfly Tom are the MITO tour dvd's still being made cos no where seem to be stealing them and i really want a copy
1963211668,sadness,@HalestormRocks I wish y'all...unfortunately I won't be able to make it...gotta work my 2nd gig today
1963211690,happiness,"@rbmartin yeh, i knew wot i meant...kinda!! lol seems to be alot of radio bods on here....i've lost count"
1963211705,neutral,working weekend it looks like
1963212529,neutral,Salad from krogers...  I was hungry.
1963213044,sadness,http://twitpic.com/678hs - 300 yd drive within feet of the green. 2nd time playing the hole so doesn't count though  #bcit #golf
1963213138,sadness,"@Alyssa_Milano We had a local pet store get shut down last for something like that....it's horrible, what some animals go through."
1963213173,neutral,the heat makes it hard to revise
1963214347,happiness,@ikklePickle haha I fail  just remember sohcahtoa xD
1963214512,happiness,i wanna see UPPPPPP
1963215074,sadness,@luuloo  im really sorry i know wallah how u feel this life is shittttttttt
1963215140,sadness,lunch in the forrest ... its so baron.  fpu is so dead
1963215426,sadness,NO ONE...THALIA AND FAT JOE----WTF IS UP WITH TERRI....IM NOT GETN NE FUNNIES TODAY
1963215736,neutral,@GeneralTekno Just read it too.  I meant the toys though.
1963216187,happiness,@pinkbunny69 aww hope uve hada good day  xxxxx
1963216294,neutral,@graffitibreezyy you did not write back to me
1963216506,neutral,"@notdiyheather I LOVE fresh garden veggies...especially tomatoes!  We are in a tiny apartment, with a non-sunny patio!"
1963216629,sadness,"Yeah, that didn't last long.."
1963216854,sadness,#fieldnotes I ordered some on the 8th and they still haven't arrived. 3 weeks and still no books
1963217366,neutral,She had a boyfriend
1963217828,neutral,@neilhimself you didn't give out #followfriday advice like i told you?
1963217907,happiness,@TheExplodingBoi White wine reminds me of vinegar
1963218081,sadness,@dougiemcfly ME TOO! hehe i hate colds. totaly annoying...
1963218268,sadness,Work has really sucked the past 2 days &amp; now my 11:00 meeting on Mon got rescheduled to 9 am! That's just plain evil...i need a new job!!
1963218479,sadness,Sad face moment of the day
1963219839,sadness,"Sitting in an almost empty dorm, waiting for jordan to come to take some last things and say good bye. He graduates tomorrow."
1963220792,neutral,By newark
1963221266,sadness,"@SosiP oooh...I wish I could've gone there today, too!   I know Zach was looking forward to it."
1963221407,neutral,@justinmcintosh Ugh
1963221843,neutral,@iamdiddy yeah except the spurs aren't in the champs like they usually are.
1963223882,sadness,"@Zee I can't, #gravity won't let me."
1963224895,sadness,"@suzanella I missed mine, too. Not fun..."
1963224900,sadness,"@rebeccao372 not too bad,but I did get some bad news this afternoon, I got stopped by the police   brake lights out but it's ï¿½30 fine"
1963225083,sadness,Had a relaxing day at the park in the sun. Back to work tomorrow
1963225790,sadness,@MichyVasquez oh  just be careful on the road.
1963226515,happiness,"I've knack my iphone, I got melted chocolate into the speaker, I now can't hear it when it rings"
1963226964,sadness,My friend's son just got to visit Daddy after 3 yrs. Denied cuz Daddy lost job &amp; could not pay a ton of support. Kids want parents not $!
1963228221,neutral,went up to the 9th floor of our building for BC Hydro's 2010 open house thingamabobber. I love their office  its cozier than our 2nd floor
1963228342,sadness,@2Mbs: to triste
1963228384,neutral,"@Emmaroo youre not going, are you   ?"
1963228517,neutral,@Bre_0 so all done with wow blogging eh?  *huggles*
1963228567,happiness,@drew8890. Haha I want another bagel. I have all this blueberry cream cheese left and no more bagel
1963229402,sadness,there's only one more cherry dr. pepper left in the fridge...thank God. im addicted to that stuff but it does sad things to my skin.
1963229935,sadness,so im super sick w/ a fever
1963230542,neutral,i got yelled at 4 helping the cats by my neighbor
1963231084,sadness,"@chrisettefan HEY! aww man, no, i didnt IGNORE YOU i just dont have mobile web. so i can only txt.  i can see you unless i'm here &gt;"
1963231462,sadness,I am so hungry! And there is no food for me to steal
1963232215,neutral,Leaving Cali!  I wanna stay longer! T.T
1963232683,neutral,@AJDADDY ima cry tht was mean
1963233323,happiness,"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire"
1963233637,sadness,ughhhhhhhh i don't feel good
1963233938,neutral,@LiverpoolMich funny you should mention that. I have a full unopened jar of nesscafï¿½ on my cupboard. But no milk
1963235226,neutral,Packing up my desk
1963235438,sadness,@emzo2k9 miss u m8   we NEED tae have a catch up n that
1963235455,happiness,happy that Google Wave is trending.  Can't watch the video for it... certain flash videos are blocked by my company's network.
1963267060,sadness,@MegFitzgerald my heart hurts too.
1963267415,neutral,@piratesswoop I don't have the link anymore.
1963267632,neutral,"@Lionel_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won't be there"
1963267678,neutral,Sat alone whilst jay plays on his phone
1963268180,happiness,@scitadel oh well   Its great to see the canadian math trades getting bigger though.
1963270286,sadness,it makes me want to cry when 2 grown men discuss characters on All My Children.
1963271350,neutral,@celestialteapot oh dear.
1963271404,happiness,@KristenSavage  I knew it! I use to love that show too  Happy weekend to you too!
1963271422,sadness,looks like we're rained out for weekend climbing
1963271780,happiness,my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page
1963272180,neutral,"Ach I'm back on t'internet, and @lucypaw has to go drive her mate somewhere so is w'out internet"
1963272572,neutral,Stuck in traffic on the 91 on the way to costa mesa
1963273525,sadness,"excited to see &quot;UP&quot; for Logan's Birthday in 2 weeks. Sad he wont have a party bc he doesn't know any kids, tho."
1963274957,happiness,Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my &quot;job&quot; interview. Too much cleavage?
1963275395,sadness,Looking for food at home!.... nothing
1963275568,sadness,I don't wanna go to work
1963276221,sadness,.... So I always get left out
1963276292,sadness,back garden times. my feet hurt
1963276628,sadness,i used to have an ozzy osbourne pillow. my mom threw it out. i miss that thing.
1963277074,sadness,"@shawin That's the problem. The earphones I get here don't last more than 2 months, no matter what brand or price."
1963277890,neutral,misses the seniors
1963278132,sadness,my phone is dead and my charger is miles away.. @T_S_R  i'll talk to you in august
1963279286,sadness,@Eujean2 yeah
1963279643,neutral,will be MIA until june 13.. finals
1963280082,neutral,"Mary, Are you not receiving my texts????"
1963280484,happiness,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
1963280865,sadness,@sidrajalil1132 why were you even asking others then  you should have been enjoying the sadness of missing it like me.
1963282166,happiness,@mileycyrus  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing &quot;The Climb&quot;
1963283709,neutral,"@spencerpratt How can i vote, it wont let me, says they closed the votes in her category  i wanna vote"
1963283923,sadness,@MicahJosiahD i really am going to miss you
1963283971,neutral,"@djkaton I feel your pain man, people say it's really good but I don't have the money to waste on a PS3"
1963283974,neutral,@tweetvisor what happened to my real-time feed? Now friend feed is just like the Twitter website
1963293686,neutral,@myfabolouslife y u gotta say all that
1963293697,sadness,Follow @Mz5thAve cause she really shop there!!! Even though she don't be showin love no more
1963294233,neutral,@mileycyrus I can't vote for you  they have stopped the voting
1963296113,sadness,I don't seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking
1963296289,sadness,"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn't help its hot outside 2"
1963296388,neutral,@therealsavannah  why?
1963297235,sadness,@stereophonics http://twitpic.com/6714p - well done guys! I am gonna miss the tweets!
1963297721,sadness,"failed inspection. Did you know you can pass wo/oven, but not wo/anti-tip bracket, which is only sold w/oven? This is worse than taxes."
1963297764,neutral,"Entering twitter 'lurk' mode, time to lock the keyboard, just poured me a whiskey"
1963298370,neutral,&quot;I never thought I'd die alone. Another six months I'll be unknown&quot;
1963298393,neutral,@InsideGaming No flame wars on this weeks episode?
1963298944,sadness,Battery is going to die!
1963300335,happiness,I just wanna be better already
1963300826,sadness,@daynah it doesn't work with the iPhone yet   I love it for the simplicity but I need to be able to sort tasks on my iPhone to be useful
1963300979,happiness,@meeshthebeast me and dee mack talking about your baby!  She's almost all grown up!
1963301381,sadness,disappointed the didnt win teh glasses.
1963301735,sadness,Off to the porn store. I forgot to put Dave in my iPod.  Fail.
1963301756,sadness,Well rite i gt a headache
1963302156,happiness,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
1963302968,happiness,Just one of those days.... I pray it will get better..
1963303390,neutral,@SuzzyqOtstyle me too chick
1963303548,neutral,@Lampplease ew agreed
1963304158,neutral,Re-pinging @NUNU_B: Is it pathetic that my mom is my best friend  hell know I talk to my mom bout everything everythinggg
1963304396,neutral,@cloudconnected I talk to Ty all the time on XBL. I'm sure I could manage.
1963304563,neutral,disappointed she didn't win teh glassez.
1963304732,neutral,@GDGOfficial  what about England??
1963305582,neutral,@drewryanscott and i want to let you know im here for vfc no matter what happens and yes i need a hug to bad i live in delaware
1963305650,neutral,"Just found out my contact form was being dubbed Spam and wasn't forwarding properly. When checked, I had no legit contacts anyway. Double"
1963305956,sadness,@srubin sorry to disappoint.
1963306960,sadness,This sars has really got me down.
1963307029,happiness,all alone for the weekend!
1963307426,neutral,@jcbenge Should have caught you   Damn
1963307503,neutral,about to go to work at 3
1963308203,sadness,@AgesTheGreat UGH! &amp; DiDNT HiT ME UP? OK  LOL JK. WHAT WERE U DOiN HERE?
1963308594,neutral,I really need to update this more.
1963308678,sadness,i want my face to be a somatic drawing of david lanham  or i want a leopard theme his somatic theme..  im so sad..im such a big fan..
1963308712,neutral,moving away
1963308922,happiness,time to get ready for work
1963309177,sadness,I am tired.
1963310289,neutral,"@thepinkc Yeah, tried it. No go."
1963315429,happiness,@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
1963315851,neutral,"@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN"
1963316168,neutral,"Hello dark hair! Well, my plans for today just got cancelled  make some better ones?!"
1963316372,sadness,I'm wishing I was outside instead of trapped in my office.
1963317439,sadness,I shrunk my favourite cardigan.  Hubby said he'd buy me a new one. I practically lived in it and it's gone. I shall say a few words ;)
1963317454,sadness,"@BonDean Sad thing is that I wanted to work there for years, it was my dream job. Was crushed when I saw how crappy it was. Still bitter"
1963317616,neutral,has a sore throat
1963317624,sadness,"Yep, @CAndymanTK9772. Sleep-fail. In another 7-8 hours, it'll be D&amp;D-fail."
1963318094,neutral,pulling articles
1963319587,happiness,Workout done for today. Now time to get ready for work
1963319738,neutral,Headed back to Pulaski
1963320700,neutral,"@FaeriedTreasure  i used to live by the ocean, i shoulda gone to the beach more often"
1963320872,happiness,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
1963320899,sadness,"@angiemartinez me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible"
1963321119,neutral,@Marieblue17 Yep.
1963321320,neutral,"@Lieneve ain't got any at the moment, sorry"
1963321779,sadness,"...return my joy cos I'm so  Tired, tired of me Inspire the weary eyed to see the Ire and Irony..."
1963322920,neutral,"@iamfrances nope  i wasn't home went it was on but i will soon,"
1963323031,happiness,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
1963323725,sadness,officially misses Quark.  huhuhu! i had no heart hand partner and no one to dance with tonight! come home so... http://plurk.com/p/x2k1z
1963324397,neutral,Doctor then work. Hope you bitches have fun at the conditions show without me
1963325012,sadness,@zwriter Your missing qualifying  I think David Reutimann is leading with a 22.96 ....
1963325135,neutral,@ELEWW Dood - they've locked down your Vimeo WH video.
1963325663,sadness,@OliverPhelps have a good time!! Sadly that means I'm probably gonna have rain
1963326035,sadness,&lt;i&gt;Waiting For Natie to come online I miss him
1963327262,sadness,UGH... I am soooo drag assing today  but on a brighter note I got my G1 update &amp; it is the biznesssss!
1963327708,neutral,perky purple nail polish isn't as perky when its chipped
1963328531,neutral,"@partyends talks about @Zlam_Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb's! Wish I could go support!!"
1963329098,neutral,@AppleInvestor I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out
1963330222,sadness,havent been on here in ages  sorry twitter.. tweetdeck is broken
1963330278,happiness,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
1963330577,sadness,"(cont.) Small children are not puppies. And cleche sarcasm is so annoying. Bcreative, but then again, that's too harrd"
1963340637,neutral,Up a little.. Good luck to tam and robert who each have 25% of me. Cant text at the table
1963341856,sadness,no one to go see Tiesto with
1963342257,neutral,@goliix story of my life
1963342674,sadness,Watching Dr. Phil's special on same-sex marriage. It's sad how ignorant some people are
1963343021,sadness,this sucks schools over and there is nothing to do
1963344519,sadness,i feel like a fish. im in a big glass car dealership looking out to a world of people walking by having fun in the sun  and im stuck here.
1963344703,neutral,I lied have yet to see good looking men
1963345401,neutral,"Bah, here I was out in the sun in my new hammock, drinking beer, playing the guitar and singing, and the mosquito chased me inside"
1963346262,neutral,TGIF!! But I have so much work to do this weekend
1963346761,neutral,"@ronskea Gleneagles then champagne receptions....can't beat it! I'm in alone, my tea was rubbish and Ive been doing housework"
1963347629,sadness,I'm at work....bored out of my mind.
1963349366,neutral,Now I have no SKy until Monday
1963349531,neutral,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy
1963350222,sadness,"why did i sunbathe today  i look like a lobster, i feel like someones burning me alive!"
1963350455,neutral,@sampan22 Haha...ooh it was gorgeous wasn't it!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday
1963350545,sadness,@eddieishere can only walk on streets as am in london town....no fields
1963350554,sadness,no #thedailyshow this week
1963351522,neutral,"over LT training today, ehhh hard to tall how hard it was. But now I feels good. Sunday race day again... Its raining now so lost of mud"
1963351765,neutral,Going to get my blood taken
1963352680,sadness,Why does flickr no longer recognize my e-mail addresses.  I can't log in.
1963353091,sadness,OH NO ZOMBIEPIX DON'T FOLLOW ME ANYMORE... NEED SOMEONE TO CHEER ME UP
